date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:52:51	313138/313138	---MC-	200	added ('OK')	image/png	etag:%22af4f85329fd6adeab8a5dddc76f9f69c%22	https://framerusercontent.com/images/k6oMevnFhKTUkBTY1GWIZJljDQ.png	C:/Users/harsh/Desktop/Portfolio%20inspo/aneta_port/aneta_port/framerusercontent.com/images/k6oMevnFhKTUkBTY1GWIZJljDQ.png	(from https://www.aneta.so/)
14:52:51	217684/217684	---MC-	200	added ('OK')	image/png	etag:%2265dd32d726dc95b1118f3c74ddcefaad%22	https://framerusercontent.com/images/U71QI96Oprt68oyIh1QFgf5vMX4.png	C:/Users/harsh/Desktop/Portfolio%20inspo/aneta_port/aneta_port/framerusercontent.com/images/U71QI96Oprt68oyIh1QFgf5vMX4.png	(from https://www.aneta.so/)
14:52:52	295654/295654	---MC-	200	added ('OK')	image/png	etag:%22c35401e419e57308040a2eafd6a756f1%22	https://framerusercontent.com/images/IarrZ91kaDOjQZQczzg1TtfgOM.png	C:/Users/harsh/Desktop/Portfolio%20inspo/aneta_port/aneta_port/framerusercontent.com/images/IarrZ91kaDOjQZQczzg1TtfgOM.png	(from https://www.aneta.so/)
14:52:52	787498/787498	---MC-	200	added ('OK')	image/png	etag:%223943afd424a51ef3beb3b7b68cd31e55%22	https://framerusercontent.com/images/gnQhCdadahv7q2DOJQTb53A.png	C:/Users/harsh/Desktop/Portfolio%20inspo/aneta_port/aneta_port/framerusercontent.com/images/gnQhCdadahv7q2DOJQTb53A.png	(from https://www.aneta.so/)
14:52:54	381547/381547	---MC-	200	added ('OK')	image/png	etag:%228c922ed55f3ce63de05eddb5432e1af5%22	https://framerusercontent.com/images/vnJAiyKke0ukvDdtuj8A9PaUjis.png	C:/Users/harsh/Desktop/Portfolio%20inspo/aneta_port/aneta_port/framerusercontent.com/images/vnJAiyKke0ukvDdtuj8A9PaUjis.png	(from https://www.aneta.so/)
14:52:54	548259/548259	---MC-	200	added ('OK')	image/png	etag:%2264e25d6eaddbd9064e03089e8586dd7a%22	https://framerusercontent.com/images/KwQAOvZEvbvPwzAHtukwORAo.png	C:/Users/harsh/Desktop/Portfolio%20inspo/aneta_port/aneta_port/framerusercontent.com/images/KwQAOvZEvbvPwzAHtukwORAo.png	(from https://www.aneta.so/)
14:52:54	462993/462993	---MC-	200	added ('OK')	image/png	etag:%22e1f209df8acba06f719c91777c7796e5%22	https://framerusercontent.com/images/A8UqQZBijV7ew0RQnGK2zgAVlU.png	C:/Users/harsh/Desktop/Portfolio%20inspo/aneta_port/aneta_port/framerusercontent.com/images/A8UqQZBijV7ew0RQnGK2zgAVlU.png	(from https://www.aneta.so/)
14:52:56	335619/335619	---MC-	200	added ('OK')	image/png	etag:%2238487835785d6745f7d68ea243c88e3b%22	https://framerusercontent.com/images/LPFlCdxDCxztEpvSvZzpQdGgreg.png	C:/Users/harsh/Desktop/Portfolio%20inspo/aneta_port/aneta_port/framerusercontent.com/images/LPFlCdxDCxztEpvSvZzpQdGgreg.png	(from https://www.aneta.so/)
14:52:56	315027/315027	---MC-	200	added ('OK')	image/png	etag:%2230665a3e64f84f13d656507be650d614%22	https://framerusercontent.com/images/dy7U5i4fc0dfqMX8vHrrNgzAlMs.png	C:/Users/harsh/Desktop/Portfolio%20inspo/aneta_port/aneta_port/framerusercontent.com/images/dy7U5i4fc0dfqMX8vHrrNgzAlMs.png	(from https://www.aneta.so/)
14:52:56	1046049/1046049	---MC-	200	added ('OK')	image/png	etag:%22dbc2831d67004ed57115f7a78f7913b6%22	https://framerusercontent.com/images/G69f5jd9JtetMpUa7WWiuyzwJss.png	C:/Users/harsh/Desktop/Portfolio%20inspo/aneta_port/aneta_port/framerusercontent.com/images/G69f5jd9JtetMpUa7WWiuyzwJss.png	(from https://www.aneta.so/)
